"","X","REGION","ISLAND","SPECIES","TAXONNAME","FAMILY","CONSUMER_GROUP","SpecCode","Genus","SpeciesRefNo","Author","FBname","PicPreferredName","PicPreferredNameM","PicPreferredNameF","PicPreferredNameJ","FamCode","Subfamily","GenCode","SubGenCode","BodyShapeI","Source","AuthorRef","Remark","TaxIssue","Fresh","Brack","Saltwater","DemersPelag","Amphibious","AmphibiousRef","AnaCat","MigratRef","DepthRangeShallow","DepthRangeDeep","DepthRangeRef","DepthRangeComShallow","DepthRangeComDeep","DepthComRef","LongevityWild","LongevityWildRef","LongevityCaptive","LongevityCapRef","Vulnerability","Length","LTypeMaxM","LengthFemale","LTypeMaxF","MaxLengthRef","CommonLength","LTypeComM","CommonLengthF","LTypeComF","CommonLengthRef","Weight","WeightFemale","MaxWeightRef","Pic","PictureFemale","LarvaPic","EggPic","ImportanceRef","Importance","PriceCateg","PriceReliability","Remarks7","LandingStatistics","Landings","MainCatchingMethod","II","MSeines","MGillnets","MCastnets","MTraps","MSpears","MTrawls","MDredges","MLiftnets","MHooksLines","MOther","UsedforAquaculture","LifeCycle","AquacultureRef","UsedasBait","BaitRef","Aquarium","AquariumFishII","AquariumRef","GameFish","GameRef","Dangerous","DangerousRef","Electrogenic","ElectroRef","Complete","GoogleImage","Comments","Profile","PD50","Emblematic","Entered","DateEntered","Modified","DateModified","Expert","DateChecked","TS"
"186",186,"MARIAN","Guam","HATR","Halichoeres trimaculatus","Labridae","SECONDARY",5634,"Halichoeres",2334,"(Quoy & Gaimard, 1834)","Threespot wrasse","Hatri_m0.jpg",NA,NA,NA,362,"Corinae",1901,NA,"fusiform / normal","O",NA,NA,0,0,0,-1,"reef-associated",NA,NA,NA,NA,2,30,48636,2,18,89972,NA,NA,NA,NA,33.02,27,"TL",NA,NA,9710,NA,NA,NA,NA,NA,NA,NA,NA,"HATRI_U0",NA,NA,NA,NA,NA,"very high","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"commercial","based mainly on capture",9210,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Inhabits sandy areas of reef flats, lagoons, and semi-protected seaward reefs.  Juveniles shallow in protected coastal waters; adults to about 30 m depth (Ref. 48636).  Feeds on sand and rubble dwelling invertebrates (crustaceans, mollusks, forams, polychaetes, fish eggs, and small fishes).  Has the habit of following sand-disturbing fishes such as goatfishes in order to intercept escaping prey.  Minimum depth reported taken from Ref. 30874.",NA,0.5,0,14,708134400,1124,1413331200,515,989884800,NA
"187",187,"MARIAN","Guam","HECH","Heniochus chrysostomus","Chaetodontidae","SECONDARY",5589,"Heniochus",1602,"Cuvier, 1831","Threeband pennantfish","Hechr_u1.jpg",NA,NA,"Hechr_j1.jpg",343,NA,5348,NA,"short and / or deep","O",NA,NA,0,0,0,-1,"reef-associated",NA,NA,NA,NA,2,40,9710,NA,NA,NA,NA,NA,NA,NA,14.21,18,"TL",NA,NA,9710,NA,NA,NA,NA,NA,NA,NA,NA,"HECHR_U2",NA,NA,NA,NA,"minor commercial","unknown",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"commercial","based mainly on capture",4537,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Common in coral-rich areas of subtidal reef flats and lagoon and seaward reefs.  Juveniles solitary and usually found in estuaries and lagoons; adults usually in pairs (Ref. 48636).  Feed mainly on coral polyps.  Oviparous (Ref. 205).  Form pairs during breeding (Ref. 205).  Minimum depth reported taken from Ref. 30874.",NA,0.5039,0,14,707702400,2,1142380800,18,776649600,NA
"188",188,"MARIAN","Guam","HECR","Heteropriacanthus cruentatus","Priacanthidae","PLANKTIVORE",1150,"Heteropriacanthus",5403,"(Lacep<e8>de, 1801)","Glasseye","Hecru_u1.jpg",NA,NA,NA,303,NA,10162,NA,"fusiform / normal","R",NA,NA,0,0,0,-1,"reef-associated",NA,NA,NA,NA,3,300,27000,3,35,40849,NA,NA,NA,NA,29.23,50.7,"TL",NA,NA,9990,20,"SL",NA,NA,55763,2725,NA,9990,"HECRU_U2",NA,NA,NA,3800,"minor commercial","unknown",NA,NA,NA,NA,"various gears",NA,0,-1,0,-1,0,-1,0,0,-1,0,"never/rarely",NA,NA,"never/rarely",NA,"commercial","based mainly on capture",5358,0,NA,"reports of ciguatera poisoning",30911,"no special ability",NA,NA,-1,"Common in lagoon and seaward reefs, primarily around islands.  Under or near ledges by day (Ref. 9710).  Benthopelagic (Ref. 58302).  Juvenile pelagic (Ref. 9335).  Nocturnal (Ref. 5213), feeding mainly on octopi, pelagic shrimp, stomatopods, crabs, small fish, and polychaetes.  Solitary (Ref. 5213).  During the day usually occurs singly or in small groups but at dusk it may gather in large numbers (Ref. 37816).  Known to produce sound.  Marketed fresh (Ref. 3800).  Minimum depth reported taken from Ref. 30874.",NA,1,0,2,656121600,1472,1200441600,1,767836800,NA
"189",189,"MARIAN","Guam","HEFA","Hemigymnus fasciatus","Labridae","SECONDARY",5635,"Hemigymnus",93095,"(Bloch, 1792)","Barred thicklip","Hefas_f0.jpg",NA,NA,NA,362,"Corinae",7903,NA,"fusiform / normal","R",NA,NA,0,0,0,-1,"reef-associated",NA,NA,NA,NA,1,25,90102,NA,NA,NA,NA,NA,NA,NA,34.51,30,"TL",NA,NA,93095,NA,NA,NA,NA,NA,NA,NA,NA,"HEFAS_U1",NA,NA,NA,5374,"minor commercial","very high","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,0,-1,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"commercial","based mainly on capture",9210,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Found mostly on coral reefs and reef flats to at least 20 m depth.  Juveniles secretive on inshore reefs.  Large adults swim openly on reefs, singly or in small loose aggregations (Ref. 48636).  Feed mainly on small crustaceans, mollusks and echinoderms (Ref. 9823).",NA,0.625,0,14,708134400,97,1496880000,14,799977600,NA
"190",190,"MARIAN","Guam","HEME","Hemigymnus melapterus","Labridae","SECONDARY",5636,"Hemigymnus",93095,"(Bloch, 1791)","Blackeye thicklip","Hemel_u1.jpg",NA,NA,NA,362,"Corinae",7903,NA,"fusiform / normal","R",NA,NA,0,0,0,-1,"reef-associated",NA,NA,NA,NA,1,30,9710,5,30,27115,NA,NA,NA,NA,49.69,37,"SL",NA,NA,93095,NA,NA,NA,NA,30573,NA,NA,NA,"HEMEL_U0",NA,NA,NA,5374,"minor commercial","very high","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,0,-1,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"commercial","based mainly on capture",9210,-1,30874,"harmless",NA,"no special ability",NA,NA,-1,"Found in subtidal reef flats and lagoon and seaward reefs.  Juveniles occur inshore, found among branching corals while adults found in areas of mixed sand, rubble, and coral (Ref. 9710).  Large adults in deeper water (Ref. 48636).  Maximum length beyond 45 cm TL is unlikely, with largest measured individual at 37 cm TL (Ref,    Feeds mainly on small invertebrates, especially crustaceans, polychaete worms, mollusks and brittle stars (Ref. 9823).  Diet changing from primarily demersal planktonic crustaceans to hard-shelled invertebrates with growth (Ref. 37816).",NA,0.625,0,14,708134400,97,1496880000,14,799977600,NA
"191",191,"MARIAN","Guam","HEMO","Heniochus monoceros","Chaetodontidae","SECONDARY",5590,"Heniochus",4859,"Cuvier, 1831","Masked bannerfish","Hemon_u5.jpg",NA,NA,NA,343,NA,5348,NA,"short and / or deep","R",NA,NA,0,0,0,-1,"reef-associated",NA,NA,NA,NA,2,30,30874,NA,NA,NA,NA,NA,NA,NA,18.91,24,"TL",NA,NA,5372,NA,NA,NA,NA,NA,NA,NA,NA,"HEMON_U4",NA,NA,NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"commercial","based mainly on capture",4907,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Occur in lagoon and seaward reefs with rich coral growth.  Juveniles solitary; adults are often paired and occasionally found hovering side by side under tabular corals (Ref. 1602).  Feed on bottom living animals (Ref. 6113), e.g. invertebrates associated with algal zones (Ref. 5503).  Oviparous (Ref. 205).  Form pairs during breeding (Ref. 205).  Minimum depth reported taken from Ref. 30874.",NA,0.5039,0,14,707702400,2,1142380800,21,764985600,NA
"192",192,"MARIAN","Guam","HEPO","Hemitaurichthys polylepis","Chaetodontidae","PLANKTIVORE",5586,"Hemitaurichthys",1602,"(Bleeker, 1857)","Pyramid butterflyfish","Hepol_u6.jpg",NA,NA,NA,343,NA,8929,NA,"short and / or deep","O",NA,NA,0,0,0,-1,"reef-associated",NA,NA,NA,NA,3,60,90102,NA,NA,NA,NA,NA,NA,NA,14.21,18,"TL",NA,NA,9710,NA,NA,NA,NA,NA,NA,NA,NA,"HEPOL_U2",NA,NA,NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"commercial","based mainly on capture",5358,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Occur in large schools that may extend several meters above the edges of steep current-swept outer reef slopes.  Common (Ref. 9710).  Benthopelagic (Ref. 58302).  Feed on plankton (Ref. 3921).  Oviparous (Ref. 205).  Form pairs during breeding (Ref. 205).",NA,0.5625,0,14,707702400,1472,1366329600,18,776649600,NA
"193",193,"MARIAN","Guam","HESI","Heniochus singularius","Chaetodontidae","SECONDARY",5591,"Heniochus",2334,"Smith & Radcliffe, 1911","Singular bannerfish","Hesin_u6.jpg",NA,NA,NA,343,NA,5348,NA,"short and / or deep","O",NA,NA,0,0,0,-1,"reef-associated",NA,NA,NA,NA,2,250,90102,15,40,9710,NA,NA,NA,NA,23.58,30,"TL",NA,NA,48636,NA,NA,NA,NA,NA,NA,NA,NA,"HESIN_U3",NA,NA,NA,NA,"minor commercial","unknown",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"commercial","based mainly on capture",9210,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"An uncommon species (Ref. 9710) that inhabits deep lagoon and seaward reefs.  Adults solitary or in small groups and prefer areas with rich coral growth and high vertical relief (Ref. 1602).  Juveniles solitary and secretive on inshore reefs.  Largest of the bannerfishes (Ref. 48636).  Feed on coral polyps (Ref. 9710).  Oviparous (Ref. 205).  Form pairs during breeding (Ref. 205).",NA,0.5039,0,14,707702400,2310,1366588800,1,820713600,NA
"194",194,"MARIAN","Guam","HIGR","Himantura granulata","Dasyatidae","SECONDARY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195",195,"MARIAN","Guam","HILO","Hipposcarus longiceps","Scaridae","PRIMARY",5539,"Hipposcarus",2334,"(Valenciennes, 1840)","Pacific longnose parrotfish","Hilon_u3.jpg",NA,NA,NA,364,"Scarinae",7209,NA,"fusiform / normal","O",NA,NA,0,0,0,-1,"reef-associated",NA,NA,NA,NA,2,40,37816,NA,NA,NA,NA,NA,NA,NA,26.61,60,"TL",NA,NA,9710,48,"SL",NA,NA,37816,NA,NA,NA,"HILON_U0",NA,NA,NA,9137,"commercial","high","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,0,0,-1,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,NA,NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Inhabits turbid lagoons more than outer reef areas.  Usually seen in aggregations; females usually in small groups (Ref. 48636).  Feeds on benthic algae (Ref. 89972). Minimum depth of 2 m reported from Ref. 90102.  Large adults may occur to depths of at least 40 m.",NA,0.75,0,14,707702400,2291,1413504000,14,802396800,NA
"196",196,"MARIAN","Guam","HOAN","Hologymnosus annulatus","Labridae","SECONDARY",5637,"Hologymnosus",2334,"(Lacep<e8>de, 1801)","Ring wrasse","Hoann_u0.jpg",NA,NA,NA,362,"Corinae",271,NA,"fusiform / normal","O",NA,NA,0,0,0,-1,"reef-associated",NA,NA,NA,NA,8,40,90102,NA,NA,NA,NA,NA,NA,NA,38.07,40,"TL",NA,NA,2334,34,"TL",NA,NA,5450,NA,NA,NA,"HOANN_U1",NA,NA,NA,5374,"minor commercial","very high","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,-1,0,"never/rarely",NA,NA,"never/rarely",NA,"commercial","based mainly on capture",9210,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Found on coral reefs and rocky substrates to depths of at least 30 m (Ref. 9823) on offshore reef slopes (Ref. 90102).  Juveniles generally solitary (Ref. 9710).  Feeds primarily on small fishes, also on crustaceans (Ref. 2334).",NA,0.5625,0,14,708134400,2310,1368748800,14,799977600,NA
"197",197,"MARIAN","Guam","HODO","Hologymnosus doliatus","Labridae","SECONDARY",5638,"Hologymnosus",2334,"(Lacep<e8>de, 1801)","Pastel ringwrasse","Hodol_m0.jpg",NA,NA,NA,362,"Corinae",271,NA,"elongated","O",NA,NA,0,0,0,-1,"reef-associated",NA,NA,NA,NA,1,35,30874,5,30,27115,NA,NA,NA,NA,47.81,50,"TL",NA,NA,30573,38,"TL",NA,NA,30573,NA,NA,NA,"HODOL_U0",NA,NA,NA,5374,"minor commercial","very high","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,"hooks and lines",NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"commercial","based mainly on capture",9210,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Inhabit seaward reefs, in areas of mixed sand, rubble and coral (Ref. 9710) to at least 30 m depth (Ref. 9823).  Juveniles seen in groups near the bottom while adults found high above the bottom (Ref. 9710).  Juveniles and females usually in small groups.  Males solitary and territorial, patrolling large sections of reefs (Ref. 48636).  Feed mainly on fishes (about 50%, Ref. 5503) and crustaceans (shrimps) and to a lesser extent on brittlestars and polychaetes (Ref. 1602).  Minimum depth taken from Ref. 90102.",NA,0.5625,0,14,708134400,65,1393459200,14,799977600,NA
"198",198,"MARIAN","Guam","HOST","Hoplolatilus starcki","Malacanthidae","SECONDARY",5794,"Hoplolatilus",9870,"Randall & Dooley, 1974","Stark's tilefish","Hosta_u0.jpg",NA,NA,NA,308,"Malacanthinae",1809,NA,"fusiform / normal","r",NA,NA,0,0,0,-1,"reef-associated",NA,NA,NA,NA,20,105,9710,20,50,27115,NA,NA,NA,NA,23.01,15.5,"TL",NA,NA,90102,NA,NA,NA,NA,NA,NA,NA,NA,"HOSTA_U1",NA,NA,NA,NA,NA,"very high","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"commercial",NA,27115,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Inhabits patches of talus or rubble of steep outer reef slopes.  Usually seen in pairs that quickly dive headfirst into their burrow when disturbed.  Juveniles occasionally school with similarly colored juveniles of <i>Pseudanthias pascalus</i>.  Stomach contents of 6 adult specimens consisted of copepods (31.4% by volume), pelagic tunicates (31%, larvaceans, plus <i>Oikopleura</i>), fish eggs (28.6%), siphonophores (5.5%), larval shrimps (1.2%), fish (0.8%), amphipods (0.7%), unidentified decapod larvae (0.5%), and heteropods (0.3) (Ref. 8991).  Minimum depth reported from Ref. 27115.",NA,0.5001,0,14,708307200,2291,1364342400,14,778291200,NA
"199",199,"MARIAN","Guam","JACK","Carangidae","Carangidae","PISCIVORE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200",200,"MARIAN","Guam","LABI","Labroides bicolor","Labridae","SECONDARY",5650,"Labroides",2334,"Fowler & Bean, 1928","Bicolor cleaner wrasse","Labic_u4.jpg",NA,NA,NA,362,NA,8089,NA,"elongated","O",NA,NA,0,0,0,-1,"reef-associated",NA,NA,NA,NA,2,40,37816,2,20,27115,NA,NA,NA,NA,24.31,15,"TL",NA,NA,48636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"very high","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"commercial","based mainly on capture",4907,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Occurs in lagoon and seaward reefs to at least 40 m.  Territorial around prominent coral formations called 'cleaning stations' (Ref. 9710).  Juveniles generally solitary and quite secretive in caves while adults may wander over a large area in search of other fishes with ectoparasites (Ref. 9710).",NA,0.5312,0,14,708134400,1124,1413331200,14,799977600,NA
"201",201,"MARIAN","Guam","LADI","Labroides dimidiatus","Labridae","SECONDARY",5459,"Labroides",2334,"(Valenciennes, 1839)","Bluestreak cleaner wrasse","Ladim_u2.jpg",NA,NA,NA,362,NA,8089,NA,"elongated","O",NA,NA,0,0,0,-1,"reef-associated",NA,NA,"non-migratory",NA,1,40,9710,1,30,27115,4,3426,NA,NA,23.67,14,"TL",NA,NA,55367,NA,NA,NA,NA,NA,NA,NA,NA,"LADIM_U2",NA,NA,NA,9823,"of no interest",NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"commercial","based mainly on capture",7309,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Inhabits coral rich areas of inner lagoons and subtidal reef flats to seaward reefs (Ref. 1602).  Feeds on crustacean ectoparasites and mucus of other fishes (Ref. 9823, 48636).  Monogamous (Ref. 52884).  A protogynous hermaphrodite (Ref. 55367).  Stays in stations where other fish come to be cleaned.  Cleaning intensity is not related to client size or commonness (Ref. 28019).  Cleaning stations are occupied by a pair of adults, a group of juveniles or a group of females accompanied by a dominant male where a female becomes a functional male if the dominant male disappears (Ref. 5503).  Some adults solitary and territorial.  An unfamiliar visitor is usually greeted by dance-like movements with the tail maneuvering the back part of the body up and down.  Juveniles behave this way when divers approach closely (Ref. 48636).  Minimum depth range of 1 meter in Ref. 27115.",NA,0.5312,0,1,705283200,14,1187222400,14,800064000,NA
"202",202,"MARIAN","Guam","LAPE","Labroides pectoralis","Labridae","SECONDARY",5651,"Labroides",2334,"Randall & Springer, 1975","Blackspot cleaner wrasse","Lapec_u2.jpg",NA,NA,NA,362,NA,8089,NA,"elongated","O",NA,NA,0,0,0,-1,"reef-associated",NA,NA,NA,NA,2,30,90102,NA,NA,NA,NA,NA,NA,NA,19.9,11,"TL",NA,NA,30874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"very high","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"commercial","based mainly on capture",9210,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Inhabits coral-rich areas of seaward and clear lagoon reefs (Ref. 9710).  Occur solitarily or in pairs.  Creates 'cleaning ' stations to which fishes come to have crustacean ectoparasites and mucus removed.",NA,0.5312,0,14,708134400,2310,1368748800,14,800064000,NA
"203",203,"MARIAN","Guam","LAXA","Labropsis xanthonota","Labridae","SECONDARY",4865,"Labropsis",2334,"Randall, 1981","Yellowback tubelip","Laxan_u0.jpg",NA,NA,NA,362,NA,4809,NA,"fusiform / normal","O",NA,NA,0,0,0,-1,"reef-associated",NA,NA,NA,NA,7,55,2334,7,55,27115,NA,NA,NA,NA,22.77,13,"TL",NA,NA,2334,NA,NA,NA,NA,NA,NA,NA,NA,"LAXAN_U0",NA,NA,NA,NA,NA,"very high","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"commercial","based mainly on capture",9210,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Uncommon inhabitant of coral-rich areas of clear outer lagoon and seaward reefs (Ref. 1602).  May form small groups (Ref. 90102).  Males generally solitary (Ref. 9710).  Juveniles are cleaners while adults feed on coral polyps (Ref. 1602).",NA,0.5156,0,14,693187200,2310,1368748800,14,800064000,NA
"204",204,"MARIAN","Guam","LEHA","Lethrinus harak","Lethrinidae","SECONDARY",1851,"Lethrinus",2295,"(Forssk<e5>l, 1775)","Thumbprint emperor","Lehar_u6.jpg",NA,NA,NA,328,"Lethrininae",4481,NA,"fusiform / normal","R",NA,NA,0,0,-1,-1,"reef-associated",NA,NA,"non-migratory",NA,0,20,9710,NA,NA,NA,15,2293,NA,NA,27.35,50,"TL",NA,NA,2295,30,"TL",NA,NA,30573,NA,NA,NA,"LEHAR_U2",NA,NA,NA,171,"commercial","very high","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,"various gears",NA,-1,-1,0,-1,0,-1,0,0,-1,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Found solitary or in small schools over shallow sandy, coral rubble, mangroves, lagoons, channel and seagrass areas inshore and adjacent to coral reefs.  Feeds on polychaetes, crustaceans, mollusks, echinoderms and small fish.  Reported to spawn throughout the year during the first five days of the lunar month in large aggregations in Palau. Caught mostly by shore seine, gill nets, traps, and handline. Marketed mostly fresh (Ref. 171, 68703); flesh spoils rapidly (Ref. 4369).",NA,0.5,0,2,658195200,14,1548720000,113,970424002,NA
"205",205,"MARIAN","Guam","LEOB","Lethrinus obsoletus","Lethrinidae","SECONDARY",1847,"Lethrinus",2295,"(Forssk<e5>l, 1775)","Orange-striped emperor","Leobs_u3.jpg",NA,NA,"Leobs_j2.jpg",328,"Lethrininae",4481,NA,"fusiform / normal","R",NA,NA,0,0,0,-1,"reef-associated",NA,NA,"non-migratory",NA,NA,30,2295,NA,NA,NA,14,2295,NA,NA,33.45,60,"TL",NA,NA,30573,30,"TL",NA,NA,30573,NA,NA,NA,"LEOBS_U0",NA,NA,NA,171,"minor commercial","very high","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,"various gears",NA,-1,-1,0,-1,0,-1,0,0,-1,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Found over seagrass beds (Ref. 41878), sand and rubble areas of lagoons and reefs (Ref. 30573).  Found singly or in groups (Ref. 9710).  Juveniles on weedy reefs (Ref. 48635).  Feed on mollusks, crustaceans, and echinoderms (Ref. 30573).  One of the commonest lethrinids along the coast of east Africa (Ref. 4369).  Marketed fresh (Ref. 9775).",NA,0.5,0,2,658195200,97,1523577600,113,741830400,NA
"206",206,"MARIAN","Guam","LEOL","Lethrinus olivaceus","Lethrinidae","PISCIVORE",1864,"Lethrinus",2295,"Valenciennes, 1830","Longface emperor","Leoli_u0.jpg",NA,NA,NA,328,"Lethrininae",4481,NA,"fusiform / normal","R",NA,NA,0,0,0,-1,"reef-associated",NA,NA,"non-migratory",NA,1,185,9710,NA,NA,NA,NA,NA,NA,NA,39.66,100,"TL",NA,NA,2295,70,"TL",NA,NA,2295,14000,NA,9710,"LEOLI_U0",NA,NA,NA,171,"commercial","very high","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,"various gears",NA,0,-1,0,-1,0,-1,0,0,-1,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"reports of ciguatera poisoning",2295,"no special ability",NA,NA,-1,"Largest and the longest-snouted lethrinid (Ref. 37816).  Found in sandy coastal areas, lagoons, and reef slopes (Ref. 30573).  Juveniles are found in shallow sandy areas.  Often occurs in large schools.  Adults deep along coastal slopes and drop-offs, usually solitary (Ref. 48635).  Very active and swims fast (Ref. 90102).  Feeds mainly on fish, crustaceans, and cephalopods.  In Palau, it spawns throughout the year on the first few days of the lunar month along the edges of reefs.  Large individuals often ciguatoxic in New Caledonia and possibly elsewhere in Oceania (Ref. 9775). Caught mostly with handline and traps, occasionally by trawls and gill nets (Ref. 68703). Ref. 48635 reports maximum depth of occurrence.",NA,0.5,0,2,658195200,2310,1548720000,113,741830400,NA
"207",207,"MARIAN","Guam","LERU","Lethrinus rubrioperculatus","Lethrinidae","SECONDARY",1848,"Lethrinus",2295,"Sato, 1978","Spotcheek emperor","Lerub_u5.jpg",NA,NA,NA,328,"Lethrininae",4481,NA,"fusiform / normal","R",NA,NA,0,0,0,-1,"reef-associated",NA,NA,"non-migratory",NA,10,198,86942,NA,NA,NA,NA,NA,NA,NA,31.11,50,"TL",NA,NA,2295,30,"TL",NA,NA,2295,NA,NA,NA,"LERUB_U0",NA,NA,NA,171,"highly commercial","very high","Very questionable: based on ex-vessel price for species in this family",NA,NA,"Marianas","various gears",NA,0,0,0,-1,0,-1,0,0,-1,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Found over sand and rubble areas of outer reef slopes (Ref. 30573).  Feeds mainly on crustaceans, fish, echinoderms and mollusks (Ref. 30573).  In New Caledonia, spawning peaks are observed in December and a fairly high percentage of gonads in advanced stages of maturity occurs between October and February  (Ref. 9775). Caught mostly by handline, trap, and trawl. Marketed mostly fresh. An excellent food fish (Ref. 114226).",NA,0.5,0,2,658195200,2291,1548720000,113,741830400,NA
